data;surowiec nazwa;surowiec receptura;surowiec wyprodukowany
07-05-2024;2-8;2400;2405
07-05-2024;0-2;5840;6065
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;966
07-05-2024;CEM II 42.5 BS;1080;1081
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3240
07-05-2024;8-16;3200;3240
07-05-2024;2-8;2400;2405
07-05-2024;0-2;5840;6085
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;969
07-05-2024;CEM II 42.5 BS;1080;1081
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3215
07-05-2024;8-16;3200;3205
07-05-2024;2-8;2400;2420
07-05-2024;0-2;5840;6040
07-05-2024;POPIÓŁ;320;310
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;1004
07-05-2024;CEM II 42.5 BS;1215;1214
07-05-2024;CEM II/BS 42.5;1215;1215
07-05-2024;16-32;3600;3655
07-05-2024;8-16;3600;3620
07-05-2024;2-8;2700;2770
07-05-2024;0-2;6570;6780
07-05-2024;POPIÓŁ;360;365
07-05-2024;POLIMER;14.4;14.4
07-05-2024;woda czysta;1395;1099
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1120;1120
07-05-2024;8-16;6280;6415
07-05-2024;2-8;2000;2015
07-05-2024;0-2;6360;6545
07-05-2024;POPIÓŁ;400;400
07-05-2024;POLIMER;16;16.05
07-05-2024;woda czysta;1200;964
07-05-2024;CEM II 42.5 BS;1080;1083
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3230
07-05-2024;8-16;3200;3225
07-05-2024;2-8;2400;2415
07-05-2024;0-2;5840;6060
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;974
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;16-32;3200;3220
07-05-2024;8-16;3200;3250
07-05-2024;2-8;2400;2385
07-05-2024;0-2;5840;6055
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;960
07-05-2024;CEM II 42.5 BS;1080;1081
07-05-2024;CEM II/BS 42.5;1080;1078
07-05-2024;16-32;3200;3320
07-05-2024;8-16;3200;3235
07-05-2024;2-8;2400;2425
07-05-2024;0-2;5840;6055
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;960
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3250
07-05-2024;8-16;3200;3260
07-05-2024;2-8;2400;2395
07-05-2024;0-2;5840;6050
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;963
07-05-2024;CEM II 42.5 BS;405;403
07-05-2024;CEM II/BS 42.5;420;419
07-05-2024;8-16;2355;2330
07-05-2024;2-8;750;825
07-05-2024;0-2;2385;2465
07-05-2024;POPIÓŁ;150;145
07-05-2024;POLIMER;6;6
07-05-2024;woda czysta;450;302
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1078
07-05-2024;16-32;3200;3225
07-05-2024;8-16;3200;3240
07-05-2024;2-8;2400;2395
07-05-2024;0-2;5840;6030
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.75
07-05-2024;woda czysta;1240;1003
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3240
07-05-2024;8-16;3200;3200
07-05-2024;2-8;2400;2410
07-05-2024;0-2;5840;6040
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;999
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3205
07-05-2024;8-16;3200;3225
07-05-2024;2-8;2400;2415
07-05-2024;0-2;5840;6035
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;990
08-05-2024;CEM II 42.5 BS;210;206
08-05-2024;CEM II/BS 42.5;770;773
08-05-2024;0-2;5075;5265
08-05-2024;ZM;12.25;12.25
08-05-2024;woda czysta;455;206
08-05-2024;CEM II 42.5 BS;1080;1079
08-05-2024;CEM II/BS 42.5;1120;1121
08-05-2024;8-16;6280;6365
08-05-2024;2-8;2000;2025
08-05-2024;0-2;6360;6575
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;926
08-05-2024;CEM II 42.5 BS;1080;1083
08-05-2024;CEM II/BS 42.5;1120;1118
08-05-2024;8-16;6280;6350
08-05-2024;2-8;2000;2000
08-05-2024;0-2;6360;6580
08-05-2024;POPIÓŁ;400;395
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;946
08-05-2024;CEM II 42.5 BS;1080;1081
08-05-2024;CEM II/BS 42.5;1120;1119
08-05-2024;8-16;6280;6315
08-05-2024;2-8;2000;2025
08-05-2024;0-2;6360;6570
08-05-2024;POPIÓŁ;400;405
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;955
08-05-2024;CEM II 42.5 BS;1080;1080
08-05-2024;CEM II/BS 42.5;1120;1119
08-05-2024;8-16;6280;6325
08-05-2024;2-8;2000;2005
08-05-2024;0-2;6360;6590
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;959
08-05-2024;CEM II 42.5 BS;1080;1082
08-05-2024;CEM II/BS 42.5;1120;1121
08-05-2024;8-16;6280;6315
08-05-2024;2-8;2000;2000
08-05-2024;0-2;6360;6585
08-05-2024;POPIÓŁ;400;395
08-05-2024;POLIMER;16;16.05
08-05-2024;woda czysta;1200;954
08-05-2024;CEM II 42.5 BS;1080;1078
08-05-2024;CEM II/BS 42.5;1120;1119
08-05-2024;8-16;6280;6340
08-05-2024;2-8;2000;2040
08-05-2024;0-2;6360;6575
08-05-2024;POPIÓŁ;400;405
08-05-2024;POLIMER;16;16
08-05-2024;woda czysta;1200;955
08-05-2024;CEM II 42.5 BS;1080;1083
08-05-2024;CEM II/BS 42.5;1120;1121
08-05-2024;8-16;6280;6320
08-05-2024;2-8;2000;2030
08-05-2024;0-2;6360;6575
08-05-2024;POPIÓŁ;400;410
08-05-2024;POLIMER;16;16.05
08-05-2024;woda czysta;1200;953
08-05-2024;CEM II 42.5 BS;1080;1081
08-05-2024;CEM II/BS 42.5;1120;1122
08-05-2024;8-16;6280;6315
08-05-2024;2-8;2000;2030
08-05-2024;0-2;6360;6575
08-05-2024;POPIÓŁ;400;380
08-05-2024;POLIMER;16;16
08-05-2024;woda czysta;1200;952
08-05-2024;CEM II 42.5 BS;1080;1078
08-05-2024;CEM II/BS 42.5;1120;1120
08-05-2024;8-16;6280;6315
08-05-2024;2-8;2000;2035
08-05-2024;0-2;6360;6575
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;948
08-05-2024;CEM II 42.5 BS;1080;1081
08-05-2024;CEM II/BS 42.5;1120;1120
08-05-2024;8-16;6280;6310
08-05-2024;2-8;2000;2010
08-05-2024;0-2;6360;6585
08-05-2024;POPIÓŁ;400;405
08-05-2024;POLIMER;16;16.05
08-05-2024;woda czysta;1200;940
08-05-2024;CEM II 42.5 BS;1080;1077
08-05-2024;CEM II/BS 42.5;1120;1119
08-05-2024;8-16;6280;6330
08-05-2024;2-8;2000;2030
08-05-2024;0-2;6360;6580
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;16
08-05-2024;woda czysta;1200;942
08-05-2024;POPIÓŁ LOTNY;50;50
08-05-2024;CEM II 42.5 BS;100;100
08-05-2024;CEM II/BS 42.5;100;98
08-05-2024;2-8;1070;1085
08-05-2024;0-2;725;740
08-05-2024;POLIMER;1.5;1.5
08-05-2024;woda czysta;160;90
08-05-2024;CEM II 42.5 BS;1080;1078
08-05-2024;CEM II/BS 42.5;1120;1120
08-05-2024;8-16;6280;6360
08-05-2024;2-8;2000;2010
08-05-2024;0-2;6360;6575
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;16.05
08-05-2024;woda czysta;1200;938
08-05-2024;CEM II 42.5 BS;1080;1079
08-05-2024;CEM II/BS 42.5;1120;1121
08-05-2024;8-16;6280;6340
08-05-2024;2-8;2000;2030
08-05-2024;0-2;6360;6585
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;959
08-05-2024;CEM II 42.5 BS;1080;1079
08-05-2024;CEM II/BS 42.5;1120;1121
08-05-2024;8-16;6280;6310
08-05-2024;2-8;2000;2020
08-05-2024;0-2;6360;6565
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;997
08-05-2024;CEM II 42.5 BS;520;517
08-05-2024;CEM II/BS 42.5;520;519
08-05-2024;8-16;6320;6370
08-05-2024;2-8;2640;2805
08-05-2024;0-2;5960;6180
08-05-2024;POPIÓŁ;720;720
08-05-2024;woda czysta;1280;1104
08-05-2024;CEM II 42.5 BS;520;519
08-05-2024;CEM II/BS 42.5;520;522
08-05-2024;8-16;6320;6330
08-05-2024;2-8;2640;2635
08-05-2024;0-2;5960;6130
08-05-2024;POPIÓŁ;720;715
08-05-2024;woda czysta;1280;1199
08-05-2024;CEM II 42.5 BS;520;522
08-05-2024;CEM II/BS 42.5;520;518
08-05-2024;8-16;6320;6310
08-05-2024;2-8;2640;2640
08-05-2024;0-2;5960;6145
08-05-2024;POPIÓŁ;720;715
08-05-2024;woda czysta;1280;1225
08-05-2024;CEM II 42.5 BS;520;519
08-05-2024;CEM II/BS 42.5;520;521
08-05-2024;8-16;6320;6345
08-05-2024;2-8;2640;2615
08-05-2024;0-2;5960;6160
08-05-2024;POPIÓŁ;720;725
08-05-2024;woda czysta;1280;1216
08-05-2024;POPIÓŁ LOTNY;60;57
08-05-2024;CEM II 42.5 BS;120;119
08-05-2024;CEM II/BS 42.5;120;121
08-05-2024;2-8;1284;1320
08-05-2024;0-2;870.0001;890
08-05-2024;POLIMER;1.8;1.8
08-05-2024;woda czysta;192;115
08-05-2024;CEM II 42.5 BS;1080;1081
08-05-2024;CEM II/BS 42.5;1120;1118
08-05-2024;8-16;6280;6330
08-05-2024;2-8;2000;2025
08-05-2024;0-2;6360;6595
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;16
08-05-2024;woda czysta;1200;951
08-05-2024;CEM II 42.5 BS;234;235
08-05-2024;CEM II/BS 42.5;234;234
08-05-2024;8-16;1503;1515
08-05-2024;2-8;450;475
08-05-2024;0-2;1377;1425
08-05-2024;POPIÓŁ;90;95
08-05-2024;POLIMER;3.6;3.6
08-05-2024;woda czysta;270;206
08-05-2024;CEM II 42.5 BS;520;519
08-05-2024;CEM II/BS 42.5;520;521
08-05-2024;8-16;6320;6380
08-05-2024;2-8;2640;2645
08-05-2024;0-2;5960;6165
08-05-2024;POPIÓŁ;720;715
08-05-2024;woda czysta;1280;1026
08-05-2024;CEM II 42.5 BS;520;518
08-05-2024;CEM II/BS 42.5;520;521
08-05-2024;8-16;6320;6395
08-05-2024;2-8;2640;2630
08-05-2024;0-2;5960;6185
08-05-2024;POPIÓŁ;720;720
08-05-2024;woda czysta;1280;1026
08-05-2024;CEM II 42.5 BS;520;520
08-05-2024;CEM II/BS 42.5;520;520
08-05-2024;8-16;6320;6365
08-05-2024;2-8;2640;2670
08-05-2024;0-2;5960;6165
08-05-2024;POPIÓŁ;720;720
08-05-2024;woda czysta;1280;1132
08-05-2024;CEM II 42.5 BS;1080;1080
08-05-2024;CEM II/BS 42.5;1120;1122
08-05-2024;8-16;6280;6335
08-05-2024;2-8;2000;2040
08-05-2024;0-2;6360;6580
08-05-2024;POPIÓŁ;400;395
08-05-2024;POLIMER;16;15.95
08-05-2024;woda czysta;1200;952
08-05-2024;CEM II 42.5 BS;1116.5;1116
08-05-2024;CEM II/BS 42.5;1116.5;1116
08-05-2024;2-8;8431.5;8505
08-05-2024;0-2;5390;5585
08-05-2024;POPIÓŁ;423.5;420
08-05-2024;POLIMER;12.32;12.3
08-05-2024;woda czysta;1232;1041
08-05-2024;CEM II 42.5 BS;1215;1213
08-05-2024;CEM II/BS 42.5;1260;1261
08-05-2024;8-16;7065;7125
08-05-2024;2-8;2250;2275
08-05-2024;0-2;7155;7395
08-05-2024;POPIÓŁ;450;450
08-05-2024;POLIMER;18;18.05
08-05-2024;woda czysta;1350;1057
08-05-2024;CEM II 42.5 BS;910;912
08-05-2024;CEM II/BS 42.5;910;910
08-05-2024;8-16;5845;5870
08-05-2024;2-8;1750;1790
08-05-2024;0-2;5355;5550
08-05-2024;POPIÓŁ;350;350
08-05-2024;POLIMER;14;14
08-05-2024;woda czysta;1050;838
08-05-2024;CEM II 42.5 BS;273;276
08-05-2024;CEM II/BS 42.5;273;272
08-05-2024;8-16;1753.4999;1805
08-05-2024;2-8;525;500
08-05-2024;0-2;1606.4999;1650
08-05-2024;POPIÓŁ;105;105
08-05-2024;POLIMER;4.2;4.25
08-05-2024;woda czysta;315;242
08-05-2024;CEM II 42.5 BS;810;810
08-05-2024;CEM II/BS 42.5;840;840
08-05-2024;8-16;4710;4775
08-05-2024;2-8;1500;1510
08-05-2024;0-2;4770;4965
08-05-2024;POPIÓŁ;300;305
08-05-2024;POLIMER;12;11.95
08-05-2024;woda czysta;900;720
08-05-2024;CEM II 42.5 BS;1215;1217
08-05-2024;CEM II/BS 42.5;1260;1260
08-05-2024;8-16;7065;7135
08-05-2024;2-8;2250;2310
08-05-2024;0-2;7155;7400
08-05-2024;POPIÓŁ;450;450
08-05-2024;POLIMER;18;18
08-05-2024;woda czysta;1350;1072
08-05-2024;CEM II 42.5 BS;918;918
08-05-2024;CEM II/BS 42.5;952;952
08-05-2024;8-16;5338;5485
08-05-2024;2-8;1700;1725
08-05-2024;0-2;5406;5615
08-05-2024;POPIÓŁ;340;340
08-05-2024;POLIMER;13.6;13.55
08-05-2024;woda czysta;1020;800
08-05-2024;CEM II 42.5 BS;910;912
08-05-2024;CEM II/BS 42.5;910;910
08-05-2024;8-16;5845;5875
08-05-2024;2-8;1750;1775
08-05-2024;0-2;5355;5545
08-05-2024;POPIÓŁ;350;355
08-05-2024;POLIMER;14;14
08-05-2024;woda czysta;1050;831
08-05-2024;CEM II 42.5 BS;1079;1079
08-05-2024;CEM II/BS 42.5;1079;1081
08-05-2024;8-16;6930.5;6970
08-05-2024;2-8;2075;2095
08-05-2024;0-2;6349.5;6580
08-05-2024;POPIÓŁ;415;405
08-05-2024;POLIMER;16.6;16.6
08-05-2024;woda czysta;1245;993
08-05-2024;CEM II 42.5 BS;650;648
08-05-2024;CEM II/BS 42.5;650;649
08-05-2024;8-16;4175;4190
08-05-2024;2-8;1250;1305
08-05-2024;0-2;3825;3970
08-05-2024;POPIÓŁ;250;245
08-05-2024;POLIMER;10;10
08-05-2024;woda czysta;750;591
08-05-2024;CEM II 42.5 BS;780;779
08-05-2024;CEM II/BS 42.5;780;780
08-05-2024;8-16;5010;5065
08-05-2024;2-8;1500;1515
08-05-2024;0-2;4590;4760
08-05-2024;POPIÓŁ;300;300
08-05-2024;POLIMER;12;11.9
08-05-2024;woda czysta;900;705
08-05-2024;CEM II 42.5 BS;819;818
08-05-2024;CEM II/BS 42.5;819;818
08-05-2024;8-16;5260.5;5260
08-05-2024;2-8;1575;1600
08-05-2024;0-2;4819.5;4960
08-05-2024;POPIÓŁ;315;310
08-05-2024;POLIMER;12.6;12.6
08-05-2024;woda czysta;945;742
08-05-2024;CEM II 42.5 BS;1012.5;1012
08-05-2024;CEM II/BS 42.5;1050;1049
08-05-2024;8-16;5887.5;5955
08-05-2024;2-8;1875;1885
08-05-2024;0-2;5962.5;6140
08-05-2024;POPIÓŁ;375;375
08-05-2024;POLIMER;15;15.05
08-05-2024;woda czysta;1125;881
08-05-2024;CEM II 42.5 BS;1040;1041
08-05-2024;CEM II/BS 42.5;1040;1042
08-05-2024;8-16;6680;6730
08-05-2024;2-8;2000;2015
08-05-2024;0-2;6120;6330
08-05-2024;POPIÓŁ;400;400
08-05-2024;POLIMER;16;16
08-05-2024;woda czysta;1200;973
08-05-2024;CEM II 42.5 BS;520;521
08-05-2024;CEM II/BS 42.5;520;520
08-05-2024;8-16;3340;3405
08-05-2024;2-8;1000;995
08-05-2024;0-2;3060;3180
08-05-2024;POPIÓŁ;200;200
08-05-2024;POLIMER;8;8
08-05-2024;woda czysta;600;475
08-05-2024;CEM II 42.5 BS;507.5;504
08-05-2024;CEM II/BS 42.5;507.5;507
08-05-2024;8-16;2835;2840
08-05-2024;2-8;1403.5;1445
08-05-2024;0-2;2170;2220
08-05-2024;POPIÓŁ;140;140
08-05-2024;POLIMER;6.3;6.25
08-05-2024;woda czysta;525;422
09-05-2024;CEM II 42.5 BS;1080;1078
09-05-2024;CEM II/BS 42.5;1120;1119
09-05-2024;8-16;6280;6320
09-05-2024;2-8;2000;2085
09-05-2024;0-2;6360;6545
09-05-2024;POPIÓŁ;400;400
09-05-2024;POLIMER;16;16
09-05-2024;woda czysta;1200;905
09-05-2024;CEM II 42.5 BS;1039.5;1040
09-05-2024;CEM II/BS 42.5;1078;1077
09-05-2024;8-16;6044.5;6075
09-05-2024;2-8;1925;1935
09-05-2024;0-2;6121.5;6305
09-05-2024;POPIÓŁ;385;450
09-05-2024;POLIMER;15.4;15.45
09-05-2024;woda czysta;1155;897
09-05-2024;CEM II 42.5 BS;1039.5;1037
09-05-2024;CEM II/BS 42.5;1039.5;1038
09-05-2024;16-32;3080;3125
09-05-2024;8-16;3080;3120
09-05-2024;2-8;2310;2295
09-05-2024;0-2;5621;5820
09-05-2024;POPIÓŁ;308;310
09-05-2024;POLIMER;12.32;12.35
09-05-2024;woda czysta;1193.5;951
09-05-2024;CEM II 42.5 BS;1039.5;1040
09-05-2024;CEM II/BS 42.5;1039.5;1037
09-05-2024;16-32;3080;3135
09-05-2024;8-16;3080;3175
09-05-2024;2-8;2310;2280
09-05-2024;0-2;5621;5825
09-05-2024;POPIÓŁ;308;310
09-05-2024;POLIMER;12.32;12.3
09-05-2024;woda czysta;1193.5;947
09-05-2024;CEM II 42.5 BS;1039.5;1038
09-05-2024;CEM II/BS 42.5;1039.5;1038
09-05-2024;16-32;3080;3100
09-05-2024;8-16;3080;3240
09-05-2024;2-8;2310;2325
09-05-2024;0-2;5621;5790
09-05-2024;POPIÓŁ;308;305
09-05-2024;POLIMER;12.32;12.3
09-05-2024;woda czysta;1193.5;943
09-05-2024;CEM II 42.5 BS;1080;1082
09-05-2024;CEM II/BS 42.5;1080;1082
09-05-2024;16-32;3200;3240
09-05-2024;8-16;3200;3260
09-05-2024;2-8;2400;2385
09-05-2024;0-2;5840;6055
09-05-2024;POPIÓŁ;320;305
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;960
09-05-2024;CEM II 42.5 BS;1600;1600
09-05-2024;CEM II/BS 42.5;480;481
09-05-2024;8-16;6680;6730
09-05-2024;2-8;2000;2035
09-05-2024;0-2;6120;6355
09-05-2024;POPIÓŁ;400;355
09-05-2024;POLIMER;16;16.05
09-05-2024;woda czysta;1200;917
09-05-2024;CEM II 42.5 BS;1600;1600
09-05-2024;CEM II/BS 42.5;480;480
09-05-2024;8-16;6680;6740
09-05-2024;2-8;2000;2025
09-05-2024;0-2;6120;6325
09-05-2024;POPIÓŁ;400;395
09-05-2024;POLIMER;16;16.05
09-05-2024;woda czysta;1200;937
09-05-2024;CEM II 42.5 BS;1600;1600
09-05-2024;CEM II/BS 42.5;480;479
09-05-2024;8-16;6680;6725
09-05-2024;2-8;2000;2010
09-05-2024;0-2;6120;6315
09-05-2024;POPIÓŁ;400;400
09-05-2024;POLIMER;16;16
09-05-2024;woda czysta;1200;950
09-05-2024;CEM II 42.5 BS;1080;1082
09-05-2024;CEM II/BS 42.5;1080;1078
09-05-2024;16-32;3200;3225
09-05-2024;8-16;3200;3230
09-05-2024;2-8;2400;2415
09-05-2024;0-2;5840;6055
09-05-2024;POPIÓŁ;320;315
09-05-2024;POLIMER;12.8;12.85
09-05-2024;woda czysta;1240;1006
09-05-2024;CEM II 42.5 BS;1080;1081
09-05-2024;CEM II/BS 42.5;1080;1081
09-05-2024;16-32;3200;3195
09-05-2024;8-16;3200;3275
09-05-2024;2-8;2400;2405
09-05-2024;0-2;5840;6015
09-05-2024;POPIÓŁ;320;320
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;1003
09-05-2024;CEM II 42.5 BS;1080;1081
09-05-2024;CEM II/BS 42.5;1080;1081
09-05-2024;16-32;3200;3250
09-05-2024;8-16;3200;3240
09-05-2024;2-8;2400;2395
09-05-2024;0-2;5840;6040
09-05-2024;POPIÓŁ;320;315
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;938
09-05-2024;CEM II 42.5 BS;1080;1080
09-05-2024;CEM II/BS 42.5;1080;1078
09-05-2024;16-32;3200;3235
09-05-2024;8-16;3200;3215
09-05-2024;2-8;2400;2405
09-05-2024;0-2;5840;6045
09-05-2024;POPIÓŁ;320;320
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;965
09-05-2024;CEM II 42.5 BS;1039.5;1041
09-05-2024;CEM II/BS 42.5;1039.5;1042
09-05-2024;16-32;3080;3110
09-05-2024;8-16;3080;3065
09-05-2024;2-8;2310;2335
09-05-2024;0-2;5621;5800
09-05-2024;POPIÓŁ;308;310
09-05-2024;POLIMER;12.32;12.25
09-05-2024;woda czysta;1193.5;971
09-05-2024;CEM II 42.5 BS;1080;1076
09-05-2024;CEM II/BS 42.5;1080;1080
09-05-2024;16-32;3200;3235
09-05-2024;8-16;3200;3250
09-05-2024;2-8;2400;2380
09-05-2024;0-2;5840;6065
09-05-2024;POPIÓŁ;320;325
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;982
09-05-2024;CEM II 42.5 BS;1080;1081
09-05-2024;CEM II/BS 42.5;1080;1078
09-05-2024;16-32;3200;3245
09-05-2024;8-16;3200;3250
09-05-2024;2-8;2400;2430
09-05-2024;0-2;5840;6070
09-05-2024;POPIÓŁ;320;320
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;944
09-05-2024;CEM II 42.5 BS;1080;1079
09-05-2024;CEM II/BS 42.5;1080;1079
09-05-2024;16-32;3200;3230
09-05-2024;8-16;3200;3225
09-05-2024;2-8;2400;2405
09-05-2024;0-2;5840;6025
09-05-2024;POPIÓŁ;320;320
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;986
09-05-2024;CEM II 42.5 BS;1080;1082
09-05-2024;CEM II/BS 42.5;1080;1080
09-05-2024;16-32;3200;3225
09-05-2024;8-16;3200;3245
09-05-2024;2-8;2400;2415
09-05-2024;0-2;5840;6040
09-05-2024;POPIÓŁ;320;320
09-05-2024;POLIMER;12.8;12.8
09-05-2024;woda czysta;1240;973
09-05-2024;CEM II 42.5 BS;1039.5;1038
09-05-2024;CEM II/BS 42.5;1039.5;1040
09-05-2024;16-32;3080;3105
09-05-2024;8-16;3080;3110
09-05-2024;2-8;2310;2340
09-05-2024;0-2;5621;5810
09-05-2024;POPIÓŁ;308;310
09-05-2024;POLIMER;12.32;12.3
09-05-2024;woda czysta;1193.5;903
09-05-2024;CEM II 42.5 BS;1001;1001
09-05-2024;CEM II/BS 42.5;1001;1001
09-05-2024;8-16;6429.5;6465
09-05-2024;2-8;1925;1955
09-05-2024;0-2;5890.5;6085
09-05-2024;POPIÓŁ;385;380
09-05-2024;POLIMER;15.4;15.45
09-05-2024;woda czysta;1155;911
09-05-2024;POPIÓŁ LOTNY;99;97
09-05-2024;CEM II 42.5 BS;150;146
09-05-2024;CEM II/BS 42.5;165;164
09-05-2024;8-16;900;920
09-05-2024;2-8;450;470
09-05-2024;0-2;1230;1275
09-05-2024;POLIMER;1.8;1.8
09-05-2024;woda czysta;240;88
09-05-2024;CEM II 42.5 BS;780;777
09-05-2024;CEM II/BS 42.5;780;780
09-05-2024;8-16;5010;5045
09-05-2024;2-8;1500;1540
09-05-2024;0-2;4590;4735
09-05-2024;POPIÓŁ;300;300
09-05-2024;POLIMER;12;12
09-05-2024;woda czysta;900;706
09-05-2024;CEM II 42.5 BS;910;909
09-05-2024;CEM II/BS 42.5;910;909
09-05-2024;8-16;5845;5900
09-05-2024;2-8;1750;1760
09-05-2024;0-2;5355;5545
09-05-2024;POPIÓŁ;350;350
09-05-2024;POLIMER;14;14.05
09-05-2024;woda czysta;1050;828
09-05-2024;CEM II 42.5 BS;1040;1040
09-05-2024;CEM II/BS 42.5;1040;1040
09-05-2024;8-16;6680;6745
09-05-2024;2-8;2000;2020
09-05-2024;0-2;6120;6360
09-05-2024;POPIÓŁ;400;400
09-05-2024;POLIMER;16;16.05
09-05-2024;woda czysta;1200;913
09-05-2024;CEM II 42.5 BS;1001;1001
09-05-2024;CEM II/BS 42.5;1001;1001
09-05-2024;8-16;6429.5;6515
09-05-2024;2-8;1925;1950
09-05-2024;0-2;5890.5;6065
09-05-2024;POPIÓŁ;385;390
09-05-2024;POLIMER;15.4;15.4
09-05-2024;woda czysta;1155;910
09-05-2024;CEM II 42.5 BS;1040;1042
09-05-2024;CEM II/BS 42.5;1040;1039
09-05-2024;8-16;6680;6755
09-05-2024;2-8;2000;1955
09-05-2024;0-2;6120;6360
09-05-2024;POPIÓŁ;400;405
09-05-2024;POLIMER;16;16
09-05-2024;woda czysta;1200;955
09-05-2024;CEM II 42.5 BS;1040;1042
09-05-2024;CEM II/BS 42.5;1040;1037
09-05-2024;8-16;6680;6735
09-05-2024;2-8;2000;2055
09-05-2024;0-2;6120;6350
09-05-2024;POPIÓŁ;400;400
09-05-2024;POLIMER;16;16.05
09-05-2024;woda czysta;1200;938
09-05-2024;CEM II 42.5 BS;1040;1041
09-05-2024;CEM II/BS 42.5;1040;1039
09-05-2024;8-16;6680;6720
09-05-2024;2-8;2000;2020
09-05-2024;0-2;6120;6320
09-05-2024;POPIÓŁ;400;395
09-05-2024;POLIMER;16;16
09-05-2024;woda czysta;1200;914
09-05-2024;CEM II 42.5 BS;780;780
09-05-2024;CEM II/BS 42.5;780;779
09-05-2024;8-16;5010;5000
09-05-2024;2-8;1500;1655
09-05-2024;0-2;4590;4690
09-05-2024;POPIÓŁ;300;300
09-05-2024;POLIMER;12;12.05
09-05-2024;woda czysta;900;674
09-05-2024;CEM II 42.5 BS;1058.5;1057
09-05-2024;CEM II/BS 42.5;1058.5;1057
09-05-2024;2-8;7993.5;8095
09-05-2024;0-2;5110;5290
09-05-2024;POPIÓŁ;401.5;400
09-05-2024;POLIMER;11.68;11.75
09-05-2024;woda czysta;1168;839
09-05-2024;CEM II 42.5 BS;1040;1039
09-05-2024;CEM II/BS 42.5;1040;1037
09-05-2024;8-16;6680;6750
09-05-2024;2-8;2000;2020
09-05-2024;0-2;6120;6350
09-05-2024;POPIÓŁ;400;395
09-05-2024;POLIMER;16;15.95
09-05-2024;woda czysta;1200;920
09-05-2024;CEM II 42.5 BS;1040;1041
09-05-2024;CEM II/BS 42.5;1040;1041
09-05-2024;8-16;6680;6775
09-05-2024;2-8;2000;2020
09-05-2024;0-2;6120;6310
