data;surowiec nazwa;surowiec receptura;surowiec wyprodukowany
06-05-2024;POLIMER;8.8;8.75
06-05-2024;woda czysta;880;826
06-05-2024;CEM II 42.5 BS;1080;1082
06-05-2024;CEM II/BS 42.5;1080;1081
06-05-2024;16-32;3200;3240
06-05-2024;8-16;3200;3190
06-05-2024;2-8;2400;2415
06-05-2024;0-2;5840;6075
06-05-2024;POPIÓŁ;320;320
06-05-2024;POLIMER;12.8;12.8
06-05-2024;woda czysta;1240;1121
06-05-2024;CEM II 42.5 BS;1080;1081
06-05-2024;CEM II/BS 42.5;1080;1080
06-05-2024;16-32;3200;3240
06-05-2024;8-16;3200;3195
06-05-2024;2-8;2400;2400
06-05-2024;0-2;5840;5990
06-05-2024;POPIÓŁ;320;320
06-05-2024;POLIMER;12.8;12.75
06-05-2024;woda czysta;1240;1189
06-05-2024;CEM II 42.5 BS;435;434
06-05-2024;CEM II/BS 42.5;435;434
06-05-2024;16-32;0;825
06-05-2024;8-16;2430;2445
06-05-2024;2-8;1203;1235
06-05-2024;0-2;1860;1895
06-05-2024;POPIÓŁ;120;120
06-05-2024;POLIMER;5.4;5.4
06-05-2024;woda czysta;450;483
06-05-2024;CEM II 42.5 BS;1170;1172
06-05-2024;CEM II/BS 42.5;1170;1170
06-05-2024;8-16;7515;7560
06-05-2024;2-8;2250;2290
06-05-2024;0-2;6885;7065
06-05-2024;POPIÓŁ;450;445
06-05-2024;POLIMER;18;18
06-05-2024;woda czysta;1350;1139
06-05-2024;CEM II 42.5 BS;1080;1080
06-05-2024;CEM II/BS 42.5;1080;1079
06-05-2024;16-32;3200;3270
06-05-2024;8-16;3200;3195
06-05-2024;2-8;2400;2385
06-05-2024;0-2;5840;6030
06-05-2024;POPIÓŁ;320;320
06-05-2024;POLIMER;12.8;12.8
06-05-2024;woda czysta;1240;1044
06-05-2024;CEM II 42.5 BS;1080;1080
06-05-2024;CEM II/BS 42.5;1080;1081
06-05-2024;16-32;3200;3240
06-05-2024;8-16;3200;3270
06-05-2024;2-8;2400;2420
06-05-2024;0-2;5840;6005
06-05-2024;POPIÓŁ;320;325
06-05-2024;POLIMER;12.8;12.8
06-05-2024;woda czysta;1240;1081
06-05-2024;CEM II 42.5 BS;560;560
06-05-2024;CEM II/BS 42.5;540;540
06-05-2024;8-16;3140;3175
06-05-2024;2-8;1000;1030
06-05-2024;0-2;3180;3275
06-05-2024;POPIÓŁ;200;200
06-05-2024;POLIMER;8;8
06-05-2024;woda czysta;600;517
06-05-2024;CEM II 42.5 BS;240;242
06-05-2024;CEM II/BS 42.5;240;239
06-05-2024;8-16;1400;1425
06-05-2024;2-8;720;865
06-05-2024;0-2;1520;1550
06-05-2024;POPIÓŁ;100;100
06-05-2024;POLIMER;3.6;3.55
06-05-2024;woda czysta;300;242
06-05-2024;CEM II 42.5 BS;1080;1080
06-05-2024;CEM II/BS 42.5;1080;1079
06-05-2024;16-32;3200;3265
06-05-2024;8-16;3200;3230
06-05-2024;2-8;2400;2395
06-05-2024;0-2;5840;6005
06-05-2024;POPIÓŁ;320;325
06-05-2024;POLIMER;12.8;12.75
06-05-2024;woda czysta;1240;1053
06-05-2024;CEM II 42.5 BS;1170;1169
06-05-2024;CEM II/BS 42.5;1170;1169
06-05-2024;8-16;7515;7550
06-05-2024;2-8;2250;2290
06-05-2024;0-2;6885;7065
06-05-2024;POPIÓŁ;450;450
06-05-2024;POLIMER;18;17.95
06-05-2024;woda czysta;1350;1164
06-05-2024;CEM II 42.5 BS;806;806
06-05-2024;CEM II/BS 42.5;806;804
06-05-2024;8-16;5177;5230
06-05-2024;2-8;1550;1560
06-05-2024;0-2;4743;4865
06-05-2024;POPIÓŁ;310;335
06-05-2024;POLIMER;12.4;12.4
06-05-2024;woda czysta;930;815
06-05-2024;CEM II 42.5 BS;725;726
06-05-2024;CEM II/BS 42.5;725;724
06-05-2024;16-32;0;1675
06-05-2024;2-8;5475;5505
06-05-2024;0-2;3500;3595
06-05-2024;POPIÓŁ;275;275
06-05-2024;POLIMER;8;8.05
06-05-2024;woda czysta;800;712
06-05-2024;CEM II 42.5 BS;1080;1081
06-05-2024;CEM II/BS 42.5;1080;1079
06-05-2024;16-32;3200;3240
06-05-2024;8-16;3200;3205
06-05-2024;2-8;2400;2440
06-05-2024;0-2;5840;6000
06-05-2024;POPIÓŁ;320;320
06-05-2024;POLIMER;12.8;12.8
06-05-2024;woda czysta;1240;1035
06-05-2024;CEM II 42.5 BS;1120;1120
06-05-2024;CEM II/BS 42.5;1080;1079
06-05-2024;16-32;0;825
06-05-2024;8-16;6280;6325
06-05-2024;2-8;2000;2030
06-05-2024;0-2;6360;6530
06-05-2024;POPIÓŁ;400;400
06-05-2024;POLIMER;16;16
06-05-2024;woda czysta;1200;1019
06-05-2024;CEM II 42.5 BS;1080;1080
06-05-2024;CEM II/BS 42.5;1080;1080
06-05-2024;16-32;3200;3250
06-05-2024;8-16;3200;3250
06-05-2024;2-8;2400;2410
06-05-2024;0-2;5840;6010
06-05-2024;POPIÓŁ;320;320
06-05-2024;POLIMER;12.8;12.8
06-05-2024;woda czysta;1240;1034
06-05-2024;CEM II 42.5 BS;1120;1121
06-05-2024;CEM II/BS 42.5;1080;1079
06-05-2024;16-32;0;805
06-05-2024;8-16;6280;6310
06-05-2024;2-8;2000;2015
06-05-2024;0-2;6360;6555
06-05-2024;POPIÓŁ;400;400
06-05-2024;POLIMER;16;16.05
06-05-2024;woda czysta;1200;961
06-05-2024;CEM II 42.5 BS;1014;1014
06-05-2024;CEM II/BS 42.5;1014;1013
06-05-2024;8-16;6513;6630
06-05-2024;2-8;1950;1960
06-05-2024;0-2;5967;6100
06-05-2024;POPIÓŁ;390;385
06-05-2024;POLIMER;15.6;15.55
06-05-2024;woda czysta;1170;970
06-05-2024;CEM II 42.5 BS;840;840
06-05-2024;CEM II/BS 42.5;810;811
06-05-2024;8-16;4710;4765
06-05-2024;2-8;1500;1530
06-05-2024;0-2;4770;4920
06-05-2024;POPIÓŁ;300;295
06-05-2024;POLIMER;12;12
06-05-2024;woda czysta;900;733
06-05-2024;CEM II 42.5 BS;196;197
06-05-2024;CEM II/BS 42.5;189;189
06-05-2024;8-16;1099.0001;1090
06-05-2024;2-8;350;355
06-05-2024;0-2;1113.0001;1150
06-05-2024;POPIÓŁ;70;70
06-05-2024;POLIMER;2.8;2.85
06-05-2024;woda czysta;210;192
07-05-2024;CEM II 42.5 BS;1120;1121
07-05-2024;CEM II/BS 42.5;1080;1075
07-05-2024;8-16;6280;6320
07-05-2024;2-8;2000;2140
07-05-2024;0-2;6360;6535
07-05-2024;POPIÓŁ;400;395
07-05-2024;POLIMER;16;15.95
07-05-2024;woda czysta;1200;926
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3230
07-05-2024;8-16;3200;3230
07-05-2024;2-8;2400;2510
07-05-2024;0-2;5840;5975
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1004
07-05-2024;CEM II 42.5 BS;1120;1121
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;8-16;6280;6330
07-05-2024;2-8;2000;2015
07-05-2024;0-2;6360;6560
07-05-2024;POPIÓŁ;400;400
07-05-2024;POLIMER;16;15.9
07-05-2024;woda czysta;1200;1038
07-05-2024;CEM II 42.5 BS;1080;1081
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3255
07-05-2024;8-16;3200;3225
07-05-2024;2-8;2400;2405
07-05-2024;0-2;5840;5990
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;1113
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3250
07-05-2024;8-16;3200;3245
07-05-2024;2-8;2400;2400
07-05-2024;0-2;5840;6000
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1025
07-05-2024;CEM II 42.5 BS;1215;1214
07-05-2024;CEM II/BS 42.5;1215;1216
07-05-2024;16-32;3600;3630
07-05-2024;8-16;3600;3595
07-05-2024;2-8;2700;2775
07-05-2024;0-2;6570;6725
07-05-2024;POPIÓŁ;360;350
07-05-2024;POLIMER;14.4;14.45
07-05-2024;woda czysta;1395;1230
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1078
07-05-2024;16-32;3200;3235
07-05-2024;8-16;3200;3220
07-05-2024;2-8;2400;2675
07-05-2024;0-2;5840;5965
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.75
07-05-2024;woda czysta;1240;1072
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3255
07-05-2024;8-16;3200;3220
07-05-2024;2-8;2400;2435
07-05-2024;0-2;5840;5960
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1135
07-05-2024;CEM II 42.5 BS;1039.5;1040
07-05-2024;CEM II/BS 42.5;1039.5;1039
07-05-2024;16-32;3080;3115
07-05-2024;8-16;3080;3085
07-05-2024;2-8;2310;2345
07-05-2024;0-2;5621;5765
07-05-2024;POPIÓŁ;308;300
07-05-2024;POLIMER;12.32;12.3
07-05-2024;woda czysta;1193.5;1067
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3280
07-05-2024;8-16;3200;3255
07-05-2024;2-8;2400;2400
07-05-2024;0-2;5840;6000
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1001
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;16-32;3200;3220
07-05-2024;8-16;3200;3245
07-05-2024;2-8;2400;2430
07-05-2024;0-2;5840;6000
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1012
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3265
07-05-2024;8-16;3200;3200
07-05-2024;2-8;2400;2415
07-05-2024;0-2;5840;6000
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.75
07-05-2024;woda czysta;1240;1010
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3250
07-05-2024;8-16;3200;3225
07-05-2024;2-8;2400;2415
07-05-2024;0-2;5840;6010
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;1012
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;16-32;3200;3255
07-05-2024;8-16;3200;3245
07-05-2024;2-8;2400;2395
07-05-2024;0-2;5840;5990
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1014
07-05-2024;CEM II 42.5 BS;675;674
07-05-2024;CEM II/BS 42.5;675;675
07-05-2024;16-32;2000;2040
07-05-2024;8-16;2000;2010
07-05-2024;2-8;1500;1575
07-05-2024;0-2;3650;3730
07-05-2024;POPIÓŁ;200;200
07-05-2024;POLIMER;8;8
07-05-2024;woda czysta;775;641
07-05-2024;CEM II 42.5 BS;945;945
07-05-2024;CEM II/BS 42.5;945;945
07-05-2024;16-32;2800;2855
07-05-2024;8-16;2800;2830
07-05-2024;2-8;2100;2240
07-05-2024;0-2;5110;5235
07-05-2024;POPIÓŁ;280;240
07-05-2024;POLIMER;11.2;11.25
07-05-2024;woda czysta;1085;821
07-05-2024;CEM II 42.5 BS;270;270
07-05-2024;CEM II/BS 42.5;270;269
07-05-2024;16-32;800;820
07-05-2024;8-16;800;820
07-05-2024;2-8;600;595
07-05-2024;0-2;1460;1510
07-05-2024;POPIÓŁ;80;80
07-05-2024;POLIMER;3.2;3.15
07-05-2024;woda czysta;310;246
07-05-2024;CEM II 42.5 BS;1080;1077
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3270
07-05-2024;8-16;3200;3225
07-05-2024;2-8;2400;2405
07-05-2024;0-2;5840;5995
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;979
07-05-2024;CEM II 42.5 BS;1120;1120
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;8-16;6280;6335
07-05-2024;2-8;2000;2015
07-05-2024;0-2;6360;6570
07-05-2024;POPIÓŁ;400;395
07-05-2024;POLIMER;16;16.05
07-05-2024;woda czysta;1200;942
07-05-2024;CEM II 42.5 BS;1080;1081
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3245
07-05-2024;8-16;3200;3225
07-05-2024;2-8;2400;2400
07-05-2024;0-2;5840;6035
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.75
07-05-2024;woda czysta;1240;972
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3230
07-05-2024;8-16;3200;3215
07-05-2024;2-8;2400;2395
07-05-2024;0-2;5840;6010
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.75
07-05-2024;woda czysta;1240;962
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3240
07-05-2024;8-16;3200;3215
07-05-2024;2-8;2400;2435
07-05-2024;0-2;5840;5995
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;951
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;16-32;3200;3210
07-05-2024;8-16;3200;3240
07-05-2024;2-8;2400;2445
07-05-2024;0-2;5840;6010
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;951
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1078
07-05-2024;16-32;3200;3255
07-05-2024;8-16;3200;3230
07-05-2024;2-8;2400;2410
07-05-2024;0-2;5840;6045
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;949
07-05-2024;CEM II 42.5 BS;1215;1212
07-05-2024;CEM II/BS 42.5;1215;1214
07-05-2024;16-32;3600;3665
07-05-2024;8-16;3600;3655
07-05-2024;2-8;2700;2735
07-05-2024;0-2;6570;6750
07-05-2024;POPIÓŁ;360;360
07-05-2024;POLIMER;14.4;14.45
07-05-2024;woda czysta;1395;1065
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1082
07-05-2024;16-32;3200;3225
07-05-2024;8-16;3200;3325
07-05-2024;2-8;2400;2415
07-05-2024;0-2;5840;6005
07-05-2024;POPIÓŁ;320;325
07-05-2024;POLIMER;12.8;12.75
07-05-2024;woda czysta;1240;950
07-05-2024;CEM II 42.5 BS;1039.5;1036
07-05-2024;CEM II/BS 42.5;1039.5;1041
07-05-2024;16-32;3080;3100
07-05-2024;8-16;3080;3110
07-05-2024;2-8;2310;2345
07-05-2024;0-2;5621;5785
07-05-2024;POPIÓŁ;308;310
07-05-2024;POLIMER;12.32;12.4
07-05-2024;woda czysta;1193.5;917
07-05-2024;CEM II 42.5 BS;985.5;984
07-05-2024;CEM II/BS 42.5;985.5;987
07-05-2024;16-32;2920;3045
07-05-2024;8-16;2920;2950
07-05-2024;2-8;2190;2190
07-05-2024;0-2;5329;5490
07-05-2024;POPIÓŁ;292;285
07-05-2024;POLIMER;11.68;11.7
07-05-2024;woda czysta;1131.5;865
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3235
07-05-2024;8-16;3200;3260
07-05-2024;2-8;2400;2410
07-05-2024;0-2;5840;6005
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;984
07-05-2024;CEM II 42.5 BS;1080;1078
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3240
07-05-2024;8-16;3200;3275
07-05-2024;2-8;2400;2420
07-05-2024;0-2;5840;6015
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;927
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3260
07-05-2024;8-16;3200;3245
07-05-2024;2-8;2400;2410
07-05-2024;0-2;5840;6030
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;929
07-05-2024;CEM II 42.5 BS;1080;1077
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3235
07-05-2024;8-16;3200;3240
07-05-2024;2-8;2400;2425
07-05-2024;0-2;5840;6010
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.75
07-05-2024;woda czysta;1240;966
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3240
07-05-2024;8-16;3200;3220
07-05-2024;2-8;2400;2430
07-05-2024;0-2;5840;6020
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.65
07-05-2024;woda czysta;1240;970
07-05-2024;CEM II 42.5 BS;600;595
07-05-2024;CEM II/BS 42.5;600;603
07-05-2024;8-16;3500;3540
07-05-2024;2-8;1800;1845
07-05-2024;0-2;3800;3940
07-05-2024;POPIÓŁ;250;250
07-05-2024;POLIMER;9;9
07-05-2024;woda czysta;750;578
07-05-2024;CEM II 42.5 BS;1120;1121
07-05-2024;CEM II/BS 42.5;1080;1078
07-05-2024;8-16;6280;6340
07-05-2024;2-8;2000;2005
07-05-2024;0-2;6360;6555
07-05-2024;POPIÓŁ;400;405
07-05-2024;POLIMER;16;16.05
07-05-2024;woda czysta;1200;924
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3235
07-05-2024;8-16;3200;3235
07-05-2024;2-8;2400;2555
07-05-2024;0-2;5840;6020
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;969
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;16-32;3200;3245
07-05-2024;8-16;3200;3260
07-05-2024;2-8;2400;2410
07-05-2024;0-2;5840;6010
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;974
07-05-2024;CEM II 42.5 BS;1080;1081
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;16-32;3200;3240
07-05-2024;8-16;3200;3230
07-05-2024;2-8;2400;2405
07-05-2024;0-2;5840;5990
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1007
07-05-2024;CEM II 42.5 BS;980;982
07-05-2024;CEM II/BS 42.5;945;947
07-05-2024;8-16;5495;5520
07-05-2024;2-8;1750;1770
07-05-2024;0-2;5565;5745
07-05-2024;POPIÓŁ;350;355
07-05-2024;POLIMER;14;14
07-05-2024;woda czysta;1050;808
07-05-2024;CEM II 42.5 BS;980;981
07-05-2024;CEM II/BS 42.5;945;946
07-05-2024;8-16;5495;5565
07-05-2024;2-8;1750;1775
07-05-2024;0-2;5565;5725
07-05-2024;POPIÓŁ;350;345
07-05-2024;POLIMER;14;13.95
07-05-2024;woda czysta;1050;820
07-05-2024;CEM II 42.5 BS;1134;1137
07-05-2024;CEM II/BS 42.5;1093.5;1089
07-05-2024;8-16;6358.5005;6415
07-05-2024;2-8;2025.0001;2035
07-05-2024;0-2;6439.5005;6630
07-05-2024;POPIÓŁ;405;410
07-05-2024;POLIMER;16.2;16.2
07-05-2024;woda czysta;1215;908
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1120;1120
07-05-2024;8-16;6280;6360
07-05-2024;2-8;2000;2010
07-05-2024;0-2;6360;6560
07-05-2024;POPIÓŁ;400;395
07-05-2024;POLIMER;16;16
07-05-2024;woda czysta;1200;905
07-05-2024;CEM II 42.5 BS;1080;1082
07-05-2024;CEM II/BS 42.5;1120;1120
07-05-2024;8-16;6280;6360
07-05-2024;2-8;2000;2045
07-05-2024;0-2;6360;6625
07-05-2024;POPIÓŁ;400;400
07-05-2024;POLIMER;16;16
07-05-2024;woda czysta;1200;867
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3175
07-05-2024;8-16;3200;3185
07-05-2024;2-8;2400;2520
07-05-2024;0-2;5840;6025
07-05-2024;POPIÓŁ;320;315
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;958
07-05-2024;CEM II 42.5 BS;1215;1214
07-05-2024;CEM II/BS 42.5;1260;1261
07-05-2024;16-32;0;810
07-05-2024;8-16;7065;7090
07-05-2024;2-8;2250;2280
07-05-2024;0-2;7155;7400
07-05-2024;POPIÓŁ;450;450
07-05-2024;POLIMER;18;18
07-05-2024;woda czysta;1350;1045
07-05-2024;CEM II 42.5 BS;945;948
07-05-2024;CEM II/BS 42.5;980;979
07-05-2024;16-32;0;810
07-05-2024;8-16;5495;5640
07-05-2024;2-8;1750;1765
07-05-2024;0-2;5565;5735
07-05-2024;POPIÓŁ;350;350
07-05-2024;POLIMER;14;14.05
07-05-2024;woda czysta;1050;817
07-05-2024;CEM II 42.5 BS;1080;1077
07-05-2024;CEM II/BS 42.5;1120;1119
07-05-2024;8-16;6280;6355
07-05-2024;2-8;2000;2000
07-05-2024;0-2;6360;6620
07-05-2024;POPIÓŁ;400;400
07-05-2024;POLIMER;16;16.05
07-05-2024;woda czysta;1200;901
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1120;1119
07-05-2024;8-16;6280;6340
07-05-2024;2-8;2000;2010
07-05-2024;0-2;6360;6570
07-05-2024;POPIÓŁ;400;400
07-05-2024;POLIMER;16;16
07-05-2024;woda czysta;1200;902
07-05-2024;CEM II 42.5 BS;405;405
07-05-2024;CEM II/BS 42.5;405;406
07-05-2024;16-32;1200;1210
07-05-2024;8-16;1200;1195
07-05-2024;2-8;900;935
07-05-2024;0-2;2190;2270
07-05-2024;POPIÓŁ;120;105
07-05-2024;POLIMER;4.8;4.8
07-05-2024;woda czysta;465;358
07-05-2024;CEM II 42.5 BS;1215;1211
07-05-2024;CEM II/BS 42.5;1260;1260
07-05-2024;8-16;7065;7130
07-05-2024;2-8;2250;2260
07-05-2024;0-2;7155;7425
07-05-2024;POPIÓŁ;450;445
07-05-2024;POLIMER;18;18.05
07-05-2024;woda czysta;1350;1000
07-05-2024;CEM II 42.5 BS;1215;1213
07-05-2024;CEM II/BS 42.5;1260;1260
07-05-2024;8-16;7065;7240
07-05-2024;2-8;2250;2280
07-05-2024;0-2;7155;7380
07-05-2024;POPIÓŁ;450;450
07-05-2024;POLIMER;18;18.05
07-05-2024;woda czysta;1350;1009
07-05-2024;POPIÓŁ LOTNY;315;316
07-05-2024;CEM II 42.5 BS;1120;1120
07-05-2024;CEM II/BS 42.5;1120;1118
07-05-2024;2-8;7560;7605
07-05-2024;0-2;4970;5145
07-05-2024;POLIMER;21;21.05
07-05-2024;woda czysta;1085;916
07-05-2024;CEM II 42.5 BS;1131;1135
07-05-2024;CEM II/BS 42.5;1131;1131
07-05-2024;2-8;8541;8615
07-05-2024;0-2;5460;5645
07-05-2024;POPIÓŁ;429;415
07-05-2024;POLIMER;12.48;12.55
07-05-2024;woda czysta;1248;1064
07-05-2024;CEM II 42.5 BS;1160;1159
07-05-2024;CEM II/BS 42.5;1160;1160
07-05-2024;8-16;6480;6685
07-05-2024;2-8;3208;3215
07-05-2024;0-2;4960;5090
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;14.4;14.35
07-05-2024;woda czysta;1200;921
07-05-2024;CEM II 42.5 BS;1040;1042
07-05-2024;CEM II/BS 42.5;1040;1040
07-05-2024;8-16;6680;6755
07-05-2024;2-8;2000;1995
07-05-2024;0-2;6120;6340
07-05-2024;POPIÓŁ;400;400
07-05-2024;POLIMER;16;16.05
07-05-2024;woda czysta;1200;953
07-05-2024;CEM II 42.5 BS;870;871
07-05-2024;CEM II/BS 42.5;870;869
07-05-2024;2-8;6570;6655
07-05-2024;0-2;4200;4335
07-05-2024;POPIÓŁ;330;330
07-05-2024;POLIMER;9.6;9.55
07-05-2024;woda czysta;960;764
07-05-2024;CEM II 42.5 BS;1080;1083
07-05-2024;CEM II/BS 42.5;1120;1119
07-05-2024;8-16;6280;6340
07-05-2024;2-8;2000;2005
07-05-2024;0-2;6360;6600
07-05-2024;POPIÓŁ;400;410
07-05-2024;POLIMER;16;15.95
07-05-2024;woda czysta;1200;935
07-05-2024;CEM II 42.5 BS;1080;1078
07-05-2024;CEM II/BS 42.5;1120;1122
07-05-2024;8-16;6280;6325
07-05-2024;2-8;2000;2045
07-05-2024;0-2;6360;6570
07-05-2024;POPIÓŁ;400;395
07-05-2024;POLIMER;16;16
07-05-2024;woda czysta;1200;951
07-05-2024;CEM II 42.5 BS;1215;1211
07-05-2024;CEM II/BS 42.5;1215;1214
07-05-2024;16-32;3600;3635
07-05-2024;8-16;3600;3655
07-05-2024;2-8;2700;2760
07-05-2024;0-2;6570;6770
07-05-2024;POPIÓŁ;360;355
07-05-2024;POLIMER;14.4;14.4
07-05-2024;woda czysta;1395;1077
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3220
07-05-2024;8-16;3200;3245
07-05-2024;2-8;2400;2415
07-05-2024;0-2;5840;6035
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;962
07-05-2024;CEM II 42.5 BS;1080;1079
07-05-2024;CEM II/BS 42.5;1080;1079
07-05-2024;16-32;3200;3245
07-05-2024;8-16;3200;3210
07-05-2024;2-8;2400;2430
07-05-2024;0-2;5840;6035
07-05-2024;POPIÓŁ;320;310
07-05-2024;POLIMER;12.8;12.85
07-05-2024;woda czysta;1240;956
07-05-2024;CEM II 42.5 BS;1080;1084
07-05-2024;CEM II/BS 42.5;1080;1081
07-05-2024;16-32;3200;3255
07-05-2024;8-16;3200;3195
07-05-2024;2-8;2400;2405
07-05-2024;0-2;5840;6035
07-05-2024;POPIÓŁ;320;330
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1042
07-05-2024;CEM II 42.5 BS;1080;1080
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3190
07-05-2024;8-16;3200;3220
07-05-2024;2-8;2400;2430
07-05-2024;0-2;5840;6030
07-05-2024;POPIÓŁ;320;320
07-05-2024;POLIMER;12.8;12.8
07-05-2024;woda czysta;1240;1020
07-05-2024;CEM II 42.5 BS;1080;1078
07-05-2024;CEM II/BS 42.5;1080;1080
07-05-2024;16-32;3200;3260
07-05-2024;8-16;3200;3215
